,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,Target
4077,mahendra-sisodiya-480985114,Java Python Programming Language SQL Git Linux Data Engineering Microsoft Azure Teamwork Leadership Public Speaking ObjectOriented Programming OOP Project Management Data Science Hadoop Hive Research Management Apache Spark PySpark Docker Products Business Strategy Big Data Cloud Computing Extract Transform Load ETL Shell Scripting Amazon Web Services AWS HiveQL Communication Jira Data Pipelines Azure Databricks Business Development Jenkins Bitbucket Azure DevOps Entrepreneurship Azure Cosmos DB Apache NiFi Apache Impala Azure Functions Stock Market Stock Research StreamSets Data build tool dbt      ,"Bachelor of Engineering - BE, Computer Science Oriental Institute of Science & Technology", , ,"Associate Data Engineer phData, Inc.", , , ,Data Engineer
4078,kenny-yu,JavaScript SQL HTML Microsoft Azure Angular Python Apache Spark Amazon Web Services AWS Serverless Computing Kubernetes Go Programming Language Terraform Ansible GraphQL Continuous Integration and Continuous Delivery CICD Azure Kubernetes Service AKS                                    ,"Master's degree, Information Technology Monash University","Bachelor of Arts (BA), Economics National Chengchi University", ,Data Engineer Culture Amp,Software Engineer Zetaris - Enterprise Data Fabric,Web Crawling Analyst Jora, ,Data Engineer
4079,adityamalik1234,Nodejs SQL Git Linux HTML Machine Learning CSS C Python ElasticSearch Oracle SQL Developer TensorFlow Keras Amazon Web Services AWS Artificial Intelligence Spark Core Java Amazon EC Amazon S Docker SQLite PostgreSQL C flask JS Postgresql druid                         ,"Bachelor of Technology (B.Tech.), Information Technology Guru Gobind Singh Indraprastha University", , ,Data Engineer C2FO,Software Development Engineer II yellow.ai,Software Development Engineer I yellow.ai,Software Developer Intern Chumping,Data Engineer
4080,khiem-ta-99999670,JavaScript Nodejs python Git Linux Software Development Python Data Science Hadoop Apache Spark Big Data ETL Tools Artificial Intelligence Networking NoSQL Telecommunications Google Cloud Platform Weka CCNA Jenkins data science Tortoise SVN CCNP MPLS Networking Ethernet Cisco Technologies CCNA Sercurity Switching Carrier Ethernet MPLSTP Traffic Management OAM MCSA Largescale Data Processing                  ,"Bachelor of Engineering (B.E.), Computer Systems Networking and Telecommunications VNUHCM - University of Science","Master's degree, Management Information Systems and Services Ho Chi Minh City University of Technology", ,Data Engineer ShopBack,Data Engineer Galaxy Play,Senior Software Engineer FPT Software,Data Scientist INALab - CCSS startup,Data Engineer
4081,shanakagunaratna,SQL Databases Tableau Microsoft SQL Server Business Analysis Business Intelligence BI Extract Transform Load ETL Agile Methodologies Data Warehousing Requirements Analysis Requirements Gathering Business Intelligence OBIEE QlikView QlikView Development SQL Server Reporting Services SSRS Enterprise Architecture SQL Server Integration Services SSIS Oracle PLSQL ETL Alteryx Qlik Sense Data Migration Oracle Warehouse Builder SSIS OLAP Tableau Desktop Tableau Server Dimensional Modeling                    ,"MBA, Business Administration University of Wales, Cardiff","BSc(Hons), Information Systems The Manchester Metropolitan University", ,Data Engineer La Trobe Financial,Consultant - RXP Insight RXP Group,BI/Analytics Consultant MIP,Business Intelligence Consultant RXP Services Limited,Data Engineer
4082,dhilan,Java C Web Development Linux Data Engineering Big Data Analytics Scala Graphic Design C Python Hadoop Apache Spark Big Data Amazon Web Services AWS Hadoop Administration Visual Basic Joomla Business Intelligence QlikView Development Photoshop Informatica Cisco Networking Video Processing After Effects Web Hosting Windows System Administration                          ,CIMA Adv.DIP MA The Chartered Institute of Management Accountants,"GCE-Advanced Level, Mathermatics St.Joseph's College","Master of Science - MS, Computer Science University of Colombo",Senior Lead – Data Engineering MillenniumIT ESP,Lead - Data Engineering MillenniumIT,Data Center Engineer MillenniumIT,Head of Creative Development Moraspirit Initiative,Data Engineer
4083,sai-teja-gudapati-3a5302150,Java C JavaScript Python Programming Language HTML Cascading Style Sheets CSS Nodejs Web Development Machine Learning Microsoft Azure C Programming Language Microsoft Office Leadership Public Speaking C MongoDB Python jQuery JavaServer Pages JSP Team Coordination Object Oriented Fortran Numerical Linear Algebra GUI development with python Svelte                            ,"Bachelor's degree, computer science and engineering Pragati Engineering College, 1-378, ADB Road, Surampalem, Near Peddapuram,PIN- 533437 (CC-A3)", , ,Data Engineer Randstad Sourceright,Product Development Engineer CodeTantra,Microsoft Student Partner Microsoft,Intern CodeTantra,Data Engineer
4084,prasad-chanaka,SQL Linux Data Engineering Machine Learning Microsoft Azure Deep Learning Python Data Science R Tableau Statistical Modeling Artificial Intelligence AI Microsoft Power BI Google Cloud Platform GCP Applied Statistics Hadoop Eco Systems Bayesian Statistics Spark                                  ,"Master's degree, Artificial Intelligence (Reading) University of Moratuwa","Bachelor's degree, Statistics (sp.) | Mathematics | Computer Science University of Peradeniya", ,Head of Operations - Data Engineering & Artificial Intelligence Zkewed An Analytics Company,Consultant - Data Engineering & Artificial Intelligence  Zkewed An Analytics Company,Data Scientist Unilever,Data Engineer KBSL Information Technologies Limited,Data Engineer
4085,abdul-hanan07,C SQL Machine Learning Data Analysis Deep Learning Python Data Visualization R Tableau Microsoft Power BI PySpark Cloud Computing Extract Transform Load ETL Data Modeling Amazon Web Services AWS AWS SageMaker PLSQL Data Wrangling GitHub Informatica Apache Airflow Continuous Integration and Continuous Delivery CICD                            ,"Master of Science - MS, Data Science (MDS) Monash University","Bachelor of Engineering - BE, IT and Telecommunications Engineering (ITCE) SRM University", ,Data Engineer Afterpay,Records Officer Sacred Heart International College,Content Reviewer Amazon,Data Analyst COMTECH INFO SOLUTIONS PRIVATE LIMITED,Data Engineer
4086,sia-huo-9a6794106,Java JavaScript Python Programming Language PHP SQL Data Engineering Machine Learning Data Analysis Programming Microsoft Office Microsoft Excel Python Data Structures Algorithms Natural Language Processing NLP Tableau Business Intelligence BI Database Administration Artificial Intelligence C Text Analytics AutoCAD Network Architecture Splunk    Natural text SDNNFV                       ,"Master's degree, Information Technology University of Melbourne","Bachelor of Engineering, Environmental Engineering Tongji University", ,Data Engineer ANZ,Data Engineer (Graduate Program) Telstra,Co-Founder Codejoy,Tutor -- AI Planning for Autonomy University of Melbourne,Data Engineer
4087,shubham-singh4,Python Programming Language MySQL Software Testing Microsoft Power BI Big Data SQL Server Reporting Services SSRS SQL Server Management Studio Testing K IBM Rational Tools data quality                                         ,"Bachelor of Engineering (BE), Information Technology Saraswati Education Societys Saraswati College of Engineering Kharghar Navi Mumbai","Maharashtra State Board of Secondary & Higher Secondary Education , science wamanrao Muranjan Junior College",Secondary School Certificate Dayanand Hindi Vedic Vidalaya,Data Engineer GHD,Data Engineer Carrington Associates Asia Pacific,Retail Assistant 7-Eleven,Data Analyst Yellowfin BI,Data Engineer
4088,saikiran-durga-4b66b5137,Java C JavaScript Python Programming Language SQL Linux HTML Software Development Microsoft Office Leadership C ObjectOriented Programming OOP Hadoop Microsoft SQL Server Apache Spark DevOps Big Data Agile Methodologies Apache Spark Streaming Apache Kafka Agile Project Management Azure Databricks Test Automation Azure DevOps TransactSQL TSQL Qlikview Development Agile Leadership                         ,"Engineer’s Degree, Computer Science Jawaharlal Nehru Technological University, Kakinada","Intermediate, M.P.C Sree chaitanya junior intermediate college","High School, SSC SREE KRISHNA GRAMMAR SCHOOL",Senior Data Engineer Microsoft,Student International Institute of Information Technology Bangalore,Lead Consultant ITC Infotech,Data Engineer Accenture,Data Engineer
4089,kaminda,JavaScript Python Programming Language MySQL XML SQL Web Development Data Engineering Databases CSS Scrum Software Project Management Microsoft SQL Server Analytics Extract Transform Load ETL Agile Methodologies C jQuery Visual Basic Visual Studio Web Services Web Applications Requirements Analysis Business Intelligence SSRS ASPNET MVC AJAX ASPNET Web Design PostgreSQL Database Design Oracle NET VBNET AWS Amazon Redshift Crystal Reports LINQ Mysql SSIS SharePoint ADONET WCF IIS CRM Microsoft CRM ASP SQL Server TFS SQL Server Language Integrated Query (LINQ) : 1,"PGD, Computer Science British Computer Society","GCE Advanced Level, Mathamatics Royal College - Colombo","Business Intelligence & Analytics, Data Modeling/Warehousing and Database Administration Informatics Institute of Technology (IIT Campus)",Tech Lead - Data Engineering & Analytics Matific,Data Engineer Ounass,"Lead Data Engineer - BI, Analytics and Big Data Sprii.com",Senior Data Engineer - BI and Big Data Sprii.com,Data Engineer
4090,arvind-gupta-143ab0106,C Python Programming Language MySQL Leadership Project Management Microsoft Excel Management SolidWorks MATLAB Customer Relationship Management CRM NX CAD CNC Programming Manufacturing Engineering CNC Manufacturing                                      ,"BTech - Bachelor of Technology, Mechanical Engineering Ajay kumar garg engineering college", , ,Data Engineer Wipro,Project Engineer Wipro,Scientific Officer ELEKTRO LABS,Vice Chairperson SAEINDIA Collegiate Club AKGEC,Data Engineer
4091,neruka-bangamuwage-173889189,Java JavaScript Python Programming Language MySQL AngularJS Bootstrap SQL Web Development python Linux HTML WordPress Scala Databases C Programming Language Programming java C Flutter Scrum R C Pandas Software NumPy NET Framework Kotlin Joomla                         ,Bachelor of Computer Science University of Colombo School of Computing,"Dip, English Britishway English Academy", Deiyandara National school,Data Engineer Dialog Axiata PLC,Sales Assistant Keells, , ,Data Engineer
4092,juanmbriones,Git Linux C MongoDB Python R Django Analtico Ingeniera informtica                                           ,"B.S. in Computer Science , Engineering Tecnológico de Monterrey","Certification, Data Science Bedu", CBTIS 122,MLOps Engineer & Data Engineer NEORIS,Data Science Intern NEORIS,Twitter University #FirstFlightSpring program Twitter, ,Data Engineer
4093,preethameranki,Java C JavaScript Python Programming Language MySQL SQL Linux HTML Big Data Analytics Machine Learning Data Analysis Databases C Programming Language Programming Microsoft Office Teamwork Leadership C Microsoft Excel Data Mining Data Visualization Data Science Data Analytics PowerPoint Tableau Matlab Analytical Skills Research Business Analysis R Programming Language SAS Programming DevOps SAS MATLAB Matplotlib NumPy Financial Analysis Oracle Database RDBMS Seaborn PLSQL Business Analytics Finance JAVA MS Office Folium      ,"Master of Science (M.S.), Computer Science University of California, Riverside","Bachelor of Engineering (B.E.), Computer Science University College Of Engineering Osmania","Central Board of Secondary Education, Computer Science The Millennium School",Data Engineer Facebook,Senior Data Analyst VajraSoft Inc.,Business Analyst GlobalMind Technologies,Analytics Junior VajraSoft Inc.,Data Engineer
4094,danielrothmann,SQL Machine Learning Software Development Programming C Deep Learning API Development Python Natural Language Processing NLP Data Science Computer Vision Google Cloud Platform GCP TensorFlow PyTorch Keras Big Data Agile Methodologies Amazon Web Services AWS Cloud Development C NoSQL Neural Networks Jupyter UnityD Signal Processing Test Driven Development Terraform Software Architecture Virtual Reality VR AWS Step Functions Sound Design Audio Programming                    ,"Master of Science - MS, Information Technology (Audio Design) Aarhus University","Bachelor’s Degree, Media & Sonic Communication Sonic College", ,Senior Data Engineer Kanda,Machine Learning Engineer The LEGO Group,Machine Learning Engineer Kanda,Guest Lecturer Aarhus University,Data Engineer
4095,saheb-singh7,Python Programming Language SQL HTML Microsoft Word Big Data Analytics Machine Learning Data Analysis Scala C Programming Language Microsoft Office Teamwork Leadership C Microsoft Excel Microsoft PowerPoint Deep Learning Data Structures Data Mining Natural Language Processing NLP Statistics Data Visualization Data Science Data Analytics Predictive Modeling R Artificial Neural Networks Tableau Computer Vision Artificial Intelligence AI Microsoft SQL Server Analytics Business Analysis Machine Learning Algorithms Apache Spark TensorFlow Keras SAS Programming Big Data Amazon Web Services AWS SAS Pandas Software NumPy ScikitLearn Neural Networks Convolutional Neural Networks CNN Business Analytics Visual Analytics Data Warehouse Architecture SAS Visual Analytics MSSQL  ,"M.S. degree, Applied Data Science Syracuse University","Bachelor of Technology, Computer Science Vellore Institute of Technology", ,Data Engineer Uplift Inc.,Liquidity Management Intern  BGC Partners,Data Scientist Graduate Assistant Syracuse University,Microsoft Student Ambassador Microsoft,Data Engineer
4096,rahul-jhamtani-08aa0b139,Java Python Programming Language Git Machine Learning Data Analysis Microsoft Azure Adobe Photoshop Adobe Premiere Pro Adobe Illustrator Data Structures Data Science Hadoop Hive HBase Yarn Apache Spark PySpark Cloud Computing Extract Transform Load ETL Shell Scripting HiveQL Core Java Azure Data Factory SQL Azure Jira UnityD Azure Databricks Bitbucket Apache Sqoop Snowflake Azure DevOps Adobe Creative Suite Azure Cosmos DB Apache NiFi Apache Impala Azure Functions RunDeck StreamSets Data Build Tool dbt           ,"Bachelor of Engineering, Computer Science Oriental Institute of Science & Technology, Thakral Nagar, Opp Patel Nagar, Raisen Road, Bhopal-462021", , ,"Associate Data Engineer phData, Inc.", , , ,Data Engineer
4097,mvadood,Java MySQL SQL Linux HTML Machine Learning Programming Computer Science Python Algorithms Unified Modeling Language UML ElasticSearch Hadoop Microsoft SQL Server Big Data Software Engineering C Web Services Spark NoSQL UML Neoj Social Network Analysis Graph Databases Redis RabbitMQ Orientdb Agentbased Modeling                        ,"Master's degree, Computer Software Engineering University of Tehran","Bachelor Of Computer Engineering, Software Engineering Iran University of Science and Technology", ,Senior Data Engineer Brolly - Connections Covered,Data and Software Engineer Diamond Smart Epayment,Software Engineer Saman Kish,Software Developer EhSAA Corp,Data Engineer
4098,shivanshumathur,Java JavaScript HTML Cascading Style Sheets CSS Web Development Leadership Public Speaking C Project Management Data Visualization Data Science Google Cloud Platform GCP Time Management Communication Entrepreneurship                                     ,"Bachelor in Technology, Computer Science and Engineering Lovely Professional University", , ,Data Engineer NEC Corporation,Trainee NEC Corporation,Software Engineer Intern XenonStack,Summer Intern NEC Corporation,Data Engineer
4099,toannhu,Java Python Programming Language PHP MySQL AngularJS SQL Git Data Engineering Scala C ObjectOriented Programming OOP Expressjs Software Documentation Google Cloud Platform GCP Apache Spark Ubuntu MapReduce Amazon Web Services AWS Apache Kafka Spring Boot Kubernetes Flask Docker Microservices SQLite Google Cloud Platform Cassandra Apache Flink Google BigQuery Javascript Go Programming Language Nginx Apache Hive Grafana Redis Continuous Integration and Continuous Delivery CICD NodeJs Apache Hadoop Flink ReactRedux Systems Design HTMLCSS Apache HBase Apache Thrift gRPC Apache Parquet Jetty Prometheusio    ,"Bachelor of Engineering - BE, Computer Science Ho Chi Minh City University of Technology", , ,Senior Data Engineer TIKI Corporation,Data Engineer TIKI Corporation,Data Engineer Zalo,Zalo Fresher Zalo,Data Engineer
4100,suganthan-sivananthan,JavaScript PHP MySQL SQL Web Development Laravel Git Linux Data Engineering Machine Learning Python Natural Language Processing NLP Google Cloud Platform GCP Amazon Web Services AWS Django jQuery Web Scraping AWS Lambda Semantic Web Google BigQuery AWS CloudFormation                               ,"B.Sc (Hons) in IT, Information Technology University of Moratuwa","General and Higher Studies , Physical Sciences Stream J/Nelliady Central College", ,Senior Data Engineer BlackSwan Technologies,Data Engineer BlackSwan Technologies,Software Engineer travcal,Software Engineer Slice Pvt Ltd,Data Engineer
4101,dag-stockstad-a610525,Java JavaScript MySQL XML SQL Git Linux Databases CSS MongoDB Python Hadoop Hive HBase Apache Spark Ubuntu Apache Shell Scripting MapReduce Amazon Web Services AWS Django Networking jQuery Web Services NoSQL JSON Amazon EC PostgreSQL Database Design Solr Cassandra REST Ruby on Rails Nagios TCPIP Virtualization DNS RedHat CentOS Xen System Monitoring High Availability Amazon Web Services SNMP RPM       ,Unix/Linux System Administrator Jensen Education,Cisco/UNIX Networking NTI-skolan, Kärrtorps gymnasium,Senior Data Engineer Workhuman,AWS DevOps Engineer Genomics Medicine Ireland,AWS DevOps Engineer (contract) Genomics Medicine Ireland,Data Engineer Intercom,Data Engineer
4102,sajivini-nagendran-0a09141a9,JavaScript Python Programming Language PHP MySQL Cascading Style Sheets CSS AngularJS Nodejs Web Development Git Machine Learning Problem Solving English Microsoft Office Teamwork Leadership ObjectOriented Programming OOP Reactjs MongoDB Data Science Tableau Critical Thinking Research Presentation Skills Microsoft Power BI Communication Web Design REST APIs Internet of Things IoT SharePoint Continuous Integration and Continuous Delivery CICD C                     ,"bachelor's , Computer science University of Westminster","Biology, General Highlands college Hatton",Diploma in Information Technology ESOFT Metro Campus,Junior Associate Data Engineer  MAS Holdings,Software Engineer MAS Holdings, , ,Data Engineer
4103,dilusha-gayan-b15296184,Python Programming Language MySQL SQL HTML Big Data Analytics Machine Learning Data Analysis java Deep Learning Programming Languages Natural Language Processing NLP Data Visualization Predictive Modeling Image Processing Statistical Data Analysis Computer Vision Artificial Intelligence AI Microsoft Power BI Machine Learning Algorithms R Programming Language Business Intelligence BI TensorFlow Keras Data Modeling Amazon Web Services AWS Data Warehousing Neural Networks Business Intelligence Tools Convolutional Neural Networks CNN Azure Data Factory Text Mining Solr Internet of Things IoT Scheme                  ,"Data Science, Information Technology SLIIT", , ,Associate Data Engineer Sri lankan Airlines- USA,Data Analyst KPMG Sri Lanka,Data Analyst Wisewel™, ,Data Engineer
4104,diwyangi-vithana-a7b9a4196,Java Python Programming Language MySQL SQL MongoDB R Microsoft SQL Server RStudio Eclipse Visual Studio SQL Server Reporting Services SSRS Oracle Database SQL Server Management Studio SQL Server Integration Services SSIS SQL Server Analysis Services SSAS Talend Open Studio Microsoft Visual Studio Code                                   ,"BSc (Hons) in Information Technology ,  Data Science SLIIT", Dharmapala Vidyalaya Pannipitiya," Ruhunu Vijayaba Vidyalaya ,Beliatta",Data Engineer  Cloud Solutions International, , , ,Data Engineer
4105,yash-gupta-bb3a3a13b,C JavaScript Python Programming Language HTML Cascading Style Sheets CSS Machine Learning English Photography C Python Data Structures Algorithms Data Mining Statistics Data Visualization Data Science Statistical Data Analysis Artificial Intelligence AI Anaconda Research Artificial Intelligence Jupyter Statistical Analysis Supervised Learning Event Management ML Spyder Web Content Writing Machine learning Travel Photography Online Gaming AI Dota Csgo Machine Learning through Python Repel                ,"Bachelor's degree, Computer Science Gyan Ganga Institute of Technology Sciences", , ,Data Engineer Swaraj Wealth,Data Scientist BYJU'S (Think & Learn Pvt. Ltd.), , ,Data Engineer
4106,kaseypasqualini,JavaScript HTML Cascading Style Sheets CSS Nodejs SQL Web Development python Git HTML Microsoft Word Software Development Programming Editing Microsoft Office Leadership Public Speaking MongoDB Microsoft Excel Microsoft PowerPoint Customer Service Expressjs Critical Thinking Research Time Management jQuery Web Scraping Social Media Facebook Blockchain Event Planning Higher Education Ruby on Rails Program Development git Javascript Ruby Ethereum Training Regular Expressions Data Entry Administration Community Outreach Student Affairs Press Releases Nonprofits JavaScript Libraries solidity     ,"Master's, Criminal Justice: Terrorism, Mediation, and Peace Walden University","Bachelor of Arts and Science, Criminal Justice University of Wisconsin-Parkside","Probation Officer Certification , Criminal Justice and Corrections Tallahassee Community College",Data Engineer GovSpend, Data Acquisition Specialist SmartProcure,Army United States Army,Probation Officer Florida Department of Corrections,Data Engineer
4107,vinh-phan,Python Programming Language Big Data Analytics Machine Learning Data Analysis Microsoft Azure Databases Leadership Project Management Python Data Mining Hadoop R Research Management Google Cloud Platform GCP Apache Spark Amazon Web Services AWS Apache Spark Streaming Apache Kafka Data Warehousing SQL Server Integration Services SSIS Data Wrangling AWS Lambda Amazon Redshift Java Web Services Data Warehouse Architecture GCP Data Engineer                         ,"Master of Data Science, Advanced Data Analytics Stream Monash University","Bachelor's degree, Information Technology John von Neumann Institute - Vietnam National University HCM", ,Senior Data Engineer Capgemini,Data Engineer Data-Driven,Data Engineer ANZ,Teaching Assistant Monash University,Data Engineer
4108,ss0612,Java Python Programming Language SQL Linux HTML Data Engineering Microsoft Azure MongoDB Data Visualization Data Science Hadoop Hive HBase Yarn Tableau Pycharm Anaconda Microsoft Power BI Apache Spark Big Data Shell Scripting Amazon Web Services AWS Apache Spark Streaming Apache Kafka Data Warehousing HiveQL Windows Eclipse Jupyter Cassandra Tomcat Apache Sqoop Business Insights Apache Flume Teradata Apache Oozie OLAP Apache ZooKeeper Intellj Open Database Connectivity ODBC            ,"Master's degree, Data Science University of North Texas","Bachelor's degree, Electronics and Communications Engineering Jawaharlal Nehru Technological University", ,Data Engineer AT&T,Big Data / Hadoop Developer Symantec,"Big Data Developer Aviall, A Boeing Company",Data Analyst ValueLabs,Data Engineer
4109,hoducninh,Python Programming Language SQL Git Microsoft Excel R                                               ,"Master’s Degree, Financial Mathematics HEC Liège", , ,Data Engineer TEKO Việt Nam,Senior Data Scientist Techcombank (TCB),Data Scientist Vietnam Prosperity Bank - VPBank, ,Data Engineer
4110,deema-wattegedara,Python Programming Language SQL Data Engineering Machine Learning Data Analysis Programming Microsoft Office Teamwork Leadership Arduino Matlab SolidWorks DevOps Digital Electronics Product Development Robotics Internet of Things IoT Research and Development RD OpenAPI Specification OAS Data Reporting                                ,"Master of Engineering - MEng, Electronics and Communications Engineering University of Wolverhampton",Mathematics Mahamaya Girls' College, ,Software Engineer - Data Wavenet,Research Fellowship MAS Holdings,R&D Engineering Trainee OREL Corporation, ,Data Engineer
4111,vinushan-selvaraj-49b329126,Python Programming Language MySQL SQL Linux Data Engineering Machine Learning Data Analysis Software Development Programming Microsoft Office C ObjectOriented Programming OOP Deep Learning Data Structures Algorithms Natural Language Processing NLP Data Visualization Data Science Predictive Modeling Artificial Intelligence AI Microsoft Power BI DevOps Docker Products Big Data Data Modeling Data Warehousing Containerization PostgreSQL Recommender Systems Cassandra Investments Web Analytics Apache Flink Business Analytics Finance Performance Dashboards Automation TransactSQL TSQL FinTech Capital Markets Apache Beam Online Analytical Processing Data Streaming Cryptocurrency        ,"Bachelor of Technology (B.Tech.), Electronics and Communications Engineering National Institute of Technology Warangal","High school, Science Green Park Matric. Hr. Sec. School - India",Middle School Green Park Matric. Hr. Sec. School - India,Senior Software Engineer (Data) hSenid Mobile Solutions (Pvt) Ltd,Software Engineer (Data) hSenid Mobile Solutions (Pvt) Ltd,Manager (Executive 2) Reliance Industries Limited,Graduate Engineering Trainee Reliance Industries Limited,Data Engineer
4112,thilina-ranaweera-68627473,Java C JavaScript MySQL HTML Cascading Style Sheets CSS SQL Web Development HTML Microsoft Word Machine Learning Software Development Programming Microsoft Office java Teamwork Leadership Public Speaking C Project Management Microsoft Excel Microsoft PowerPoint Customer Service Python Data Analytics ElasticSearch PowerPoint R Artificial Neural Networks Research Management Microsoft Power BI Microsoft SQL Server Artificial Intelligence Android Development C Android QlikView ASPNET NET Digital Marketing Qlik Sense Logstash Kibana WPF Windows Mobile      ,"Bachelor of Science (BSc), Computer Software Engineering SLIIT", , ,Software Engineer-  Analytics Engineer(Data Analytics) Wiley,Software Engineer London Stock Exchange Group (LSEG),Software Engineering Trainee 99X Technology, ,Data Engineer
4113,akila-shashith,SQL Machine Learning English Python Statistics R Statistical Data Analysis Microsoft SQL Server Power BI C ASPNET MVC Apache Airflow SharePoint                                       ,"Bachelor’s Degree, Information Technology SLIIT", Richmond College, ,Software Engineer - Data Analytics and Insights Wiley Global Technology (Private) Limited,Data Analyst Veracity AI,Software Engineer IVA Technology ,Software Engineer Virtusa,Data Engineer
4114,nethmi-chethika-de-silva,Java MySQL python Data Analysis Microsoft Office Teamwork Statistics R Statistical Data Analysis Statistical Modeling Matlab Minitab SPSS Mathematics Mathematical Modeling Survey Design TORA Mathematical Programming Computational Mathematics Statistical Programming Multivariate Statistics Interpersonal Skills Academic Writing                             ,"B.Sc. in Industrial Statistics and Mathematical Finance, Mathematics and Statistics University of Colombo"," C.W.W.Kannangara Central College, Matugama, Srilanka", The Chartered Institute of Management Accountants,Software Engineer  - BigData and Data science  Zone24x7,Associate Software Engineer - BigData and Data Science  Zone24x7,Data Analyst ReapDigital, ,Data Engineer
4115,neelotpalsinghgour,Python Programming Language SQL Microsoft Word C Programming Language C Microsoft Excel Microsoft PowerPoint Python R Tableau Extract Transform Load ETL Amazon Web Services AWS Amazon EC Amazon S Database Management System DBMS Raspberry Pi Internet of Things AWS Lambda AWS Glue Amazon Elastic MapReduce EMR Amazon SQS Amazon VPC AWS CloudFormation AWS Step Functions Amazon Relational Database Service RDS Amazon Simple Notification Service SNS Amazon CloudWatch Amazon Dynamodb AWS Identity and Access Management AWS IAM AWS Batch AWS ECR                   ,"Bachelor of Technology (B.Tech), Computer Science & Engneering Lovely Professional University","Higher Secondary, Mathematics, Physics, Chemistry, English, Hindi Scholar's Public Higher Secondary School","High School, Mathematics, Science, Social-Science, English, Hindi, Sanskrit Jesus Krist Model High School",Software Engineer 1 - Data Credit Saison India,Data Engineer DataGrokr,Data Engineer Intern DataGrokr,Technical Lead Student Research and Project Cell- DSW,Data Engineer
4116,charith-de-mel-35216336,XML SQL Machine Learning Data Analysis Problem Solving Microsoft Office Microsoft Excel Microsoft PowerPoint Python Data Mining Statistics Data Visualization PowerPoint Statistical Data Analysis Statistical Modeling Minitab Microsoft SQL Server Mathematics Mathematical Modeling Operations Research Business Intelligence BI Power BI Visual Studio Simulations Azure Data Factory SQL Azure Weka SQL Server Integration Services SSIS Information Retrieval Optimization Visual Basic for Applications VBA DAX SAP Production Planning Lean Manufacturing AnyLogic                 ,"Bachelor of Science (BSc), Statistics and Operations Research University of Peradeniya","MSc in Computer Science, Data Science University of Moratuwa", ,Data Analytics Engineer Wiley,Business Application Consultant - Data Analytics  MAS Fabrics Pvt Ltd,Executive – Lean Enterprise Noyon Lanka Pvt Ltd ( MAS Fabrics ), ,Data Engineer
4117,eric-xavier-0653241a,Python Programming Language SQL Data Engineering Big Data Analytics Machine Learning Data Analysis Microsoft Azure Leadership Team Leadership Data Visualization Data Analytics PowerPoint R Tableau Analytical Skills Microsoft Power BI Business Analysis Apache Spark Business Intelligence BI Big Data Cloud Computing Cloud Development Data Warehousing Communication Business Intelligence Tools Microsoft Azure Machine Learning Management Information Systems MIS Business Analytics Qlik Sense Geographic Information Systems GIS Data Management Reporting Analysis Database Queries Training Crystal Reports Enterprise Resource Planning ERP Business Process Mapping NoSQL OLAP Data Conversion Microsoft Applications Data Infrastructure          ,"MSc, Business Analytics Robert Gordon University","Bachelor of computer application, Information Technology Periyar University",A/L St Henry’s College Jaffna,Platform Engineer - Data Analytics & Insights Wiley,Business Intelligence Developer D Tech,IT Executive  Atlas Axillia,GIS Mappper Total Management Solutions,Data Engineer
4118,eesara-bojitha-87273773,Java C JavaScript PHP MySQL XML SQL Linux HTML Microsoft Word Data Analysis English Programming Microsoft Office CSS Teamwork C Microsoft Excel Team Leadership PowerPoint Microsoft SQL Server Business Analysis Business Intelligence BI Oracle SQL Developer Extract Transform Load ETL Data Warehousing Software Engineering C OOP Windows Visual Studio OBIEE ASPNET Oracle Database Database Design PLSQL Unix Business Development DWH           ,"Bachelor of Science (BSc), Management Information System University College Dublin","Higher Diploma In Computer Based System Design, Diploma In Computer System Design National Institute Of Business Management","G.C.E Advance Level Examination, Business/Commerce, General Prince Of Wales College Moratuwa",Data Warehouse Engineer Sampath Information Technology Solution Ltd. (A Member of Sampath Bank Group),Associate Datawarehouse Engineer Sampath Information Technology Solution Ltd. (A Member of Sampath Bank Group),IT Intern Sampath Bank, ,Data Engineer
4119,charitha-gamage-36449987,Java C JavaScript MySQL Cascading Style Sheets CSS SQL Linux HTML Data Analysis Microsoft Azure Programming Microsoft Office CSS C Microsoft SQL Server Oracle SQL Developer Power BI Extract Transform Load ETL Data Modeling Shell Scripting ETL Tools Data Warehousing C Windows Visual Studio Ionic Framework Business Intelligence SQL Server Reporting Services SSRS ASPNET Azure Data Factory Oracle Database SQL Server Management Studio RDBMS Database Design SQL Server Integration Services SSIS PLSQL Data Migration C Language TransactSQL TSQL Data Integration Analysis Services OLAP Business Process Management Unix Shell Scripting Powershell Office Oracle Database Administration Oracle Enterprise Linux MultiDimensional eXpressions MDX data extraction  : 1,"Bachelor’s Degree, Information Technology SLIIT",Mathematics Rahula College, ,Senior Data Service Engineer IFS,Associate Consultant - Technology Virtusa,Engineer - Technology Virtusa, ,Data Engineer
